,정당,시도명,시군구,이름,직업,나이,생일,교육,커리어,득표율,선거명,날짜
173,열린우리당,서울특별시,동대문구갑,김희선,국회의원,60,19431028,대전여자상업고등학교 2년 중퇴,국회민족정기의원모임 회장,44.1,국회의원선거,20040415
174,한나라당,서울특별시,동대문구을,홍준표,국회의원,49,19541205,고대 법대 행정학과 졸업,당 전략기획위원장,42.7,국회의원선거,20040415
175,열린우리당,서울특별시,중랑구갑,이화영,정당인,40,19631211,성균관대학교 사회학과 졸업,열린우리당 기획조정실장,44.2,국회의원선거,20040415
176,열린우리당,서울특별시,중랑구을,김덕규,국회의원,63,19410309,고려대학교 정치외교학과 졸업,국회정보위원장(현재),49.4,국회의원선거,20040415
177,열린우리당,서울특별시,성북구갑,유재건,국회의원,66,19370919,연세대학교 정치외교학과 졸업,열린우리당 상임중앙위원,42.8,국회의원선거,20040415
178,열린우리당,서울특별시,성북구을,신계륜,국회의원,49,19540813,고려대학교 행정학과 졸업,"제14대,16대 국회의원",51,국회의원선거,20040415
179,열린우리당,서울특별시,강북구갑,오영식,정당인,37,19670228,고대대학원 박사과정(경영학과) 3학기 휴학,1988년 고려대학교 총학생회장,46,국회의원선거,20040415
180,열린우리당,서울특별시,강북구을,최규식,정당인,50,19531117,서울대학교대학원 정치학과 2년수료,한국일보 정치부장. 편집국장,42.5,국회의원선거,20040415
181,열린우리당,서울특별시,도봉구갑,김근태,제16대 국회의원,57,19470214,서울대학교 경제학과 졸업,열린우리당 원내대표,52.1,국회의원선거,20040415
182,열린우리당,서울특별시,도봉구을,유인태,정치인,55,19480905,서울대 사회학과 졸업,제14대 국회의원(도봉갑),47.4,국회의원선거,20040415
183,열린우리당,서울특별시,노원구갑,정봉주,(주)외대어학원 대표,43,19600702,한국외국어대학교 영어과 졸업,강남북균형발전주민연대 자문위원,42.7,국회의원선거,20040415
184,열린우리당,서울특별시,노원구을,우원식,노원희망포럼 대표,46,19570918,연세대학교 공과대학 졸업,대통령직인수위 정무분과 자문위원,41.5,국회의원선거,20040415
185,열린우리당,서울특별시,노원구병,임채정,국회의원,62,19410514,고려대 법대 졸업,제16대 대통령직 인수위원회 위원장,45.2,국회의원선거,20040415
186,열린우리당,서울특별시,은평구갑,이미경,정당인,53,19500920,이화여자대학교 대학원 정치외교학과 졸업,열린우리당 상임중앙위원,51.8,국회의원선거,20040415
187,한나라당,서울특별시,은평구을,이재오,국회의원,59,19450111,중앙대학교 경제학과 졸업,한나라당 원내총무,45.3,국회의원선거,20040415
188,열린우리당,서울특별시,서대문구갑,우상호,정당인,41,19621219,연세대행정대학원 공공정책 석사4학기 재학,87년 연세대학교 총학생회장,46.1,국회의원선거,20040415
189,한나라당,서울특별시,서대문구을,정두언,서강대학교 겸임교수,47,19570306,국민대 행정학 박사,행정고시 24회 합격(1980년),45.6,국회의원선거,20040415
190,열린우리당,서울특별시,마포구갑,노웅래,정당인(열린우리당부대변인),46,19570803,서울중앙대학교 4년졸업,20개단일노조MBC노동조합위원장,44.2,국회의원선거,20040415
191,열린우리당,서울특별시,마포구을,정청래,정당인,38,19650418,서강대학교공공정책대학원북한통일정책학과,열린우리당 청년대표 중앙위원,44.8,국회의원선거,20040415
192,한나라당,서울특별시,양천구갑,원희룡,국회의원,40,19640214,서울대학교 법학과 졸업,검사.변호사,56.6,국회의원선거,20040415
193,새천년민주당,전라남도,함평군·영광군,이낙연,국회의원,51,19521220,서울대학교 법학과 졸업,제16대 국회의원,55.3,국회의원선거,20040415
194,한나라당,경상북도,포항시북구,이병석,국회의원,51,19521028,고려대학교 대학원 졸업,대통령정무비서관(1급),55.3,국회의원선거,20040415
195,한나라당,경상북도,포항시남구·울릉군,이상득,국회의원,68,19351129,서울대학교 경제학과 졸업,코오롱 사장,50.1,국회의원선거,20040415
196,한나라당,경상북도,경주시,정종복,변호사,53,19500714,서울대학교 법과대학 졸업,국회법사위 전문위원 (1급),51.3,국회의원선거,20040415
197,한나라당,경상북도,김천시,임인배,국회의원,49,19540427,연세대 행정대학원 졸업,건국대 초빙교수,62.2,국회의원선거,20040415
198,한나라당,경상북도,안동시,권오을,국회의원,47,19570317,고려대학교 정책대학원 졸업,"제15, 16대 국회의원",61.6,국회의원선거,20040415
199,한나라당,경상북도,구미시갑,김성조,국회의원,45,19581115,경북대학교 행정대학원 졸업,한나라당 원내부총무,57.7,국회의원선거,20040415
200,한나라당,경상북도,구미시을,김태환,금호아시아나그룹 상임고문,60,19430924,연세대학교 정법대학 정치외교학과 졸업,(주)아시아나항공 부사장,54.4,국회의원선거,20040415
201,한나라당,경상북도,영주시,장윤석,변호사,54,19500105,서울대학교 법과대학 졸업,창원지방검찰청 검사장,52.8,국회의원선거,20040415
202,한나라당,경상북도,영천시,이덕모,변호사,51,19530316,서울대학교 법학과 졸업,재인천.부천 향우회장,42.7,국회의원선거,20040415
203,한나라당,경상북도,상주시,이상배,국회의원,64,19391010,서울대학교 법과대학 졸업,서울특별시장,70.6,국회의원선거,20040415
204,무소속,경상북도,문경시·예천군,신국환,한국유통정보센터상임고문,64,19390902,서울대학교 법과대학 졸업,삼성물산(주)상임고문,48,국회의원선거,20040415
205,한나라당,경상북도,경산시·청도군,최경환,경산.청도 경제도약연구소 이사장,49,19550227,미국 위스콘신대학교 경제학 박사,이회창 대통령후보 상근 경제특보,63.3,국회의원선거,20040415
206,한나라당,경상북도,고령군·성주군·칠곡군,이인기,국회의원,51,19530226,서울대학교 법학과 졸업,제16대 국회의원,61,국회의원선거,20040415
207,한나라당,경상북도,군위군·의성군·청송군,김재원,변호사,39,19641220,서울대학교 행정대학원 행정학과 졸업,행정고시(31회) 및 사법시험(36회) 합격,47.2,국회의원선거,20040415
208,한나라당,경상북도,영양군·영덕군·봉화군·울진군,김광원,국회의원,63,19401215,서울대 법과대학 행정학과 졸업,경상북도부지사,46.2,국회의원선거,20040415
209,한나라당,경상남도,창원시갑,권경석,정당인,58,19460102,동아대학교 대학원 (행정학 박사),경상남도 행정부지사,45.6,국회의원선거,20040415
210,민주노동당,경상남도,창원시을,권영길,정당인,62,19411105,서울대 농대 졸업,창원시 학교급식운동본부본부장,49.8,국회의원선거,20040415
211,한나라당,경상남도,마산시갑,김정부,국회의원,62,19420214,고려대학교 법과대학 졸업,제13회 행정고시 합격,53.7,국회의원선거,20040415
212,한나라당,경상남도,마산시을,안홍준,마산중앙자모의원 원장,53,19510302,경상대학교 대학원 의학과 졸업,지방분권경남본부대표,49.4,국회의원선거,20040415
213,한나라당,경상남도,진주시갑,최구식,정당인,43,19601011,서울대학교 외교학과 졸업,조선일보 정치부 차장,51.9,국회의원선거,20040415
214,한나라당,경상남도,진주시을,김재경,변호사,42,19611010,경상대학교 법과대학 법학과 졸업,부산지방검찰청 검사,48.6,국회의원선거,20040415
215,한나라당,경상남도,진해시,김학송,국회의원,51,19520706,건국대학교 정치외교학과 졸업,제4대 경상남도의회의원,44.7,국회의원선거,20040415
216,한나라당,경상남도,통영시·고성군,김명주,변호사,37,19670307,서울대학교 법대 졸업,"부산지방법원울산지원, 창원지방법원 판사",53.3,국회의원선거,20040415
217,한나라당,경상남도,사천시,이방호,국회의원,59,19450306,연세대학교 법학과 졸업,민선수협중앙회 회장,60.1,국회의원선거,20040415
218,열린우리당,경상남도,김해시갑,김맹곤,기업인,58,19451020,단국대학교 법정대학 법학과 졸업,명진철강(주) 대표이사,47.5,국회의원선거,20040415
219,열린우리당,경상남도,김해시을,최철국,김해발전연구소 소장,51,19521230,서울대학교대학원 법학과 수료,열린우리당 경남도 중소기업특별위원장,57.9,국회의원선거,20040415
220,한나라당,경상남도,밀양시·창녕군,김용갑,국회의원,67,19360928,육군사관학교 졸업,총무처장관,50.3,국회의원선거,20040415
221,한나라당,경상남도,거제시,김기춘,국회의원,64,19391125,서울대학교 대학원졸업(법학박사),검찰총장,43.5,국회의원선거,20040415
222,한나라당,경상남도,의령군·함안군·합천군,김영덕,변호사,51,19530128,창원대학교 대학원 법학과 졸업(법학석사),창원지방변호사회 회장,53.1,국회의원선거,20040415
223,한나라당,경상남도,양산시,김양수,유림건설(주) 창업주겸 회장,43,19601101,부산대학교대학원 도시공학과 박사과정수료,한나라당 대표 경제특보,35.9,국회의원선거,20040415
224,한나라당,경상남도,남해군·하동군,박희태,국회의원,65,19380809,건국대학교 대학원,한나라당 원내총무,53.5,국회의원선거,20040415
225,한나라당,경상남도,산청군·함양군·거창군,이강두,국회의원,67,19370126,성균관대학교대학원 졸업(행정학박사),"제14,15,16대 국회의원",62,국회의원선거,20040415
226,열린우리당,제주도,제주시·북제주군갑,강창일,대학교수,52,19520128,동경대대학원 3년수료(문학박사),배재대학교 교무처장,48.2,국회의원선거,20040415
227,열린우리당,제주도,제주시·북제주군을,김우남,정당인,48,19550523,경희대 대학원 수료,제주도의회 부의장,38,국회의원선거,20040415
228,열린우리당,제주도,서귀포시·남제주군,김재윤,탐라대학교 교수,38,19650524,명지대학교 대학원졸업(문학박사),국정자문위원회 위원,59.6,국회의원선거,20040415
229,열린우리당,서울특별시,양천구을,김낙순,정당인,46,19570824,고려대학교 정책대학원 졸업,국회의원 입법 보좌관,40,국회의원선거,20040415
230,열린우리당,서울특별시,강서구갑,신기남,국회의원,51,19521016,서울대학교 대학원 법학과 2년수료,"제15,16대 국회의원",51.2,국회의원선거,20040415
231,열린우리당,서울특별시,강서구을,노현송,정당인,50,19540128,와세다대대학원 문학연구과박사과정4년수료,고려대교수,45.5,국회의원선거,20040415
232,열린우리당,서울특별시,구로구갑,이인영,정당인,39,19640628,고려대언론대학원정보통신학과2년6월수료,고려대학교 총학생회장,44.7,국회의원선거,20040415
233,열린우리당,서울특별시,구로구을,김한길,정당인,50,19530917,건국대학교 정치외교학과 졸업,청와대정책기획수석,54,국회의원선거,20040415
234,열린우리당,서울특별시,금천구,이목희,정당인,50,19530910,서울대학교 사회과학대학 무역학과 졸업,노무현대통령후보 특보,42.5,국회의원선거,20040415
