"ID","용역명","용역기간(시작)","용역기간(끝)","용역기관","필요성","연구개요"
"15317","생태경관보전지역 정밀변화관찰 연구(불암산삼육대 창덕궁후원 봉산)","2017-03-15","2018-04-08","(사)한국생태계획연구소 동국대학교서울시립대학교","○ 생태경관보전지역은 생물다양성이 풍부한 습지 산림 하천 등 보전 가치가 높은 지역으로서 시장이 지정?관리하는 지역임     ※ 생태경관보전지역 지정현황 : 17개소 4818361㎡(’16.7월 현재) ○ 정밀변화관찰을 토대로 6년 주기의 변화상과 관리계획 시행 효과를 분석하고 그 간의 여건 변화를 반영하여 지역 특성에 적합한 관리계획으로 수정?개선하여야 함 ○ 생태계 구성요소 상호간에 영향을 미치고 있으므로 무기환경 식물생태 (식물상 현존식생 등) 및 동물생태(조류 곤충류 양서?파충류 등) 분야별 전문가에 의한 정밀한 조사?분석이 필요함","○ 연구목적   - 생태경관보전지역 관리계획 시행에 따른 보전지역의 생태계 변화를 전문연구기관의 정밀변화관찰을 토대로 종합평가하고 여건 변화에 맞게 기 수립된 관리계획을 수정?개선함으로써 지역별 특성에 맞는 관리 시행 ○ 추진근거   - 「자연환경보전법」 제23조(시도 생태경관보전지역의 지정?보전)   - 「서울특별시 자연환경보전 조례」 제9조(생태?경관보전지역 관리계획)   - 「서울특별시 자연환경보전 조례 시행규칙」 제2조제2항     : 생태경관보전지역 관리계획 수립 후 6년 주기로 1년간 실시 ○ 대상지역 : 3개소(불암산삼육대 창덕궁후원 봉산 생태경관보전지역)   - 그간 연구현황 : 불암산삼육대 '07.06 ~ '09.10(삼육대 산학협력단)                     창덕궁후원 '07.06 ~ '09.08(시립대 산학협력단)                     봉산 '08.04 ~ '10.03(동국대 시립대 산학협력단) ○ 연구내용   - 관리계획 수립 이후 여건 변화 등에 따른 동?식물상 등 서식 및 증감 현황 4계절 조사?분석 관리계획 시행 결과 및 효과 분석   - 기 수립된 생태경관보전지역 관리계획 수정 및 개선 등"
"15577","서울특별시 도로건설관리계획 수립 연구용역","2017-02-01","2018-12-07","교통시스템연구실","○ 도로법 제6조에 따라 도로관리청은 5년마다 소관도로에 대하여 “도로건설?관리계획”을 수립토록 규정 ○ 도로관리청에서 수립하는 “도로건설관리계획”은 국토교통부장관이 수립하는 “국가도로망종합계획”에 부합하여야 함(국토교통부에서 국가도로망종합계획을 수립 중으로 '16년 하반기에 완료 예정) ○ 강남순환도로 개통 제물포터널 및 서부간선지하도로 착공 GBC 창동?상계 신경제중심지 계획 등 도로?교통 및 도시계획분야의 많은 변화로 인하여 우리시 도로건설정책에 대한 비전과 목표 재설정이 필요","○ 중?장기적인 도로건설 및 관리 방향 제시 환경친화적인 도로의 건설방안 및 재원조달 방안 수립 ○ 우리시 도로의 질적 향상을 위한 정비방안과 경부고속도로 등 주요 도로의 지하화 방안 미래를 대비한 도로정책 방향과 도로환경 조사 및 분석하여 새로운 도로사업 유형 개발"
"15819","자원회수시설 주변영향지역 주민건강영향 조사-연구(5단계 2차)","2017-01-24","2017-11-17","연세대학교 산학협력단","○ 공신력이 있는 전문기관에서 장기 연구를 위한 지역 연구대상군을 구성하여 지속적으로 인체와 환경영향 모니터링 ○ 국내의 자원회수시설로 인한 인체와 환경모니터링 자료가 전무한 현실에서 객관성 있는 국내 자료의 양산 및 구축 필요 ○ 생산된 자료를 주민과의 소통의 도구로 활용함으로써 주민들의 불안 및 불만을 해소하고 객관적 자료를 바탕으로 서울시 정책 자료로 활용","○ 다이옥신 등 자원회수시설로 인한 유해물질이 주변지역 주민의 건강에 미치는 영향을 장기 모니터링 ○ 자원회수시설로 인한 주변지역 환경영향을 객관적으로 평가하여 주민들의 우려를 해소하고 서울시의 일관된 대민정책을 통하여 자원회수시설의 효율적 운영 및 이미제 제고"
"15797","서울시 도시형소공인 육성방안 연구","2016-12-23","2017-06-22","(재)서울연구원","○ “서울시 도시형소공인 지원조례”(15.10.8.)에 의거 종합계획 수립과 서울형 특화산업의 활성화를 위한 도시형소공인 지원을 위한 실행계획 수립 ○ 도시형소공인은 지역경제 내에서 제조업의 근간을 형성하고 있고 연관 산업이 다양하게 연결되어 있어 도시형소공인의 쇠퇴는 서울시 산업생태계의 붕괴를 의미함. ○ 특화산업(산업)&#8228;특정개발진흥지구(지역)&#8228;소공인(대상) 등 중복지원체계를 정비하고 전담기구 설립 등 서울시 도시형소공인의 체계적 지원을 위한 실행방안 제시","○ 서울시 제조업 및 도시형소공인 기초현황분석 및 관련 정책에 대한 조사 ○ 도시형소공인의 육성을 위한 지원정책 개발 및 실행계획 수립 ○ 도시형소공인을 위한 서울시의 정책적 지원 사업을 구체적인 사례로 도출  ○ 중복 지원체계 정비 및 별도 전담기구 신설의 적정성 검토 ○ 조례개정 및 특정개발진흥지구 활성화를 위한 개선방안 도출"
"17957","시 재정운용에의 시민참여 확대방안 연구","2016-11-28","2017-06-27","나라살림연구소","- 예산편성 집행 등 재정분야에 다양한 방식의 시민참여 활성화 방안 모색 필요   - 주민참여예산제도의 한계점과 발전방안에 대한 연구 필요   - 해외 대도시에 대한 사례연구 필요   - 시 정책변화 지역사회의 변화 등 새로운 변화에 요구에 따라 수요자 중심의 다양한 시민참여방안 마련 필요","- 예산과정상 다양한 시민참여예산?시민발의형 참여예산제 도입   - 서울시 주민참여예산제의 성과 및 한계점 분석에 따른 발전방안 모색   - 시민참여예산제 도입을 위한 제도개선 방안 마련   - 해외 대도시에서 실행하고 있는 다양한 사례수집 및 분석"
"15517","2018년 평창동계올림픽 개최에 따른 서울관광의 영향분석 및 관광활성화방안","2016-10-19","2017-01-31","한양대학교 산학협력단","○ '18년 평창동계올림픽 개최에 따라 관광효과에 대한 관심 고조되고 있으며 인천국제공항에서 서울시를 거쳐  강원도 평창 및 강릉에 이르는 중간 연계도시로 서울시는 평창동계올림픽 개최시 중요한 역할을 담당할 것으로 예상됨  ○ 이에 따라 성공적인 평창동계올림픽 개최지원을 위한 서울시의 관광부문 대책마련이 필요함 ○ '18년 평창동계올림픽을 서울시의 관광경쟁력을 강화시키는 터닝포인트로 삼아 관광수용태세를 개선하고 체류형 관광목적지로서 서울의 국제적 인지도 향상을 위한 전략수립이 필요함","○ '18년 평창동계올림픽의 성공적인 개최를 위한 서울시 관광수용태세 경쟁력을 진단하고 이를 바탕으로 관광수용태세 개선을 위한 전략 도출  ○ '18년 평창동계올림픽 개최를 기회요인으로 삼아 '18년 외래관광객 2천만 명을 달성하기 위하여 현재 서울시가 추진하고 있는 다양한 사업에 대한 전략적인 분석 실시 ○ 급변하고 있는 관광환경에 대해 능동적으로 대처하기 위하여 2017년 추진할 사업에 대한 종합적인 검토를 바탕으로 보완과제 발굴  ○ 이를 통해 우리나라의 핵심 관광지역으로써 2018년 평창동계올림픽 개최를 성공적으로 지원하고 2018년 외래관광객 2천만 명을 달성하여 서울을 지속가능한 관광도시로 육성하고자 함"
"14637","홍릉 바이오 의료 특정개발진흥지구 지정방안 마련 연구용역","2016-08-23","2016-12-26","서울과학기술대학교산학협력단","○ 홍릉 일대는 연구소 대학 병원 기업이 집적하여 기술사업화 기회와 바이오 의료 산업 발전 가능성이 풍부한 지역임.  ○ 우리시에서는 홍릉을 중심으로 한 바이오 의료 역량을 결집하여 산업을 육성하고자 현재 홍릉에 바이오의료 R&D 앵커 개관 및 인근 기관의 바이오의료 융&#8228;복합센터 조성(’17년~20년)과 연계하여 홍릉 일대를 특정개발진흥지구로 지정하고 홍릉 바이오 의료  클러스터의 단계적 조성을 위해 추진기반을 마련하고자 함  ○ 지구선정 및 진흥계획 수립을 위한 법적&#8228;행정적 절차 추진을 위한 근거 자료를 마련하고자 전문기관을 통한 연구용역 실시","○ 서울의 미래 먹거리와 일자리 창출을 위해 도시계획을 포함한 홍릉 바이오 의료 산업 클러스터 조성의 장기적 비전/목표 설정에 따라 홍릉 바이오 의료 특정개발진흥지구 지구지정 및 진흥계획 수립을 위한 근거자료 마련 지역 산업경제 활성화를 위한 구체적인 단계(연차)별 실행전략 관리계획(안) 마련 및 산업활성화 방안 재원확보방안 사후관리 방안 등 제시"
"13037","서울의 무신도 종합전수 조사","2016-07-19","2016-12-31","한국체육대학교 산학협력단","무신도는 전통문화의 다른 분야와 비교하여 상대적으로 보전이 취약한 분야로서 서울소재 각 신당에서 개별적으로 보관하고 있는 무신도를 지금 조사하여 기록으로 남기지 않으면 급박한 도시개발 속에서 사라져 가는 신당과 함께 소멸되어 우리 기층문화의 전통이 단절될 우려가 있음. 따라서 시급히 서울의 무신도에 대한 전수조사 실시가 필요함.","서울소재 무신도의 전수조사를 실시하여 현황 자료를 수집하고 기록함으로써 서울의 무신도에 대한 현황정보를 축적하고 무신도 종합조사결과를 바탕으로 제도적 보존 방안을 수립하고자 함"
"13238","서울시 지속가능발전 평가 체계 및 자치구 지속가능발전 추진모델 개발","2016-06-22","2016-12-30","(사)한국환경정책학회","○ 사업추진 실적 점검을 통한 시정의 지속가능성 담보     - 시정에 대한 지속가능성 점검을 바탕으로 정책의 평가 및 수정&#8228;보완의 근거 제시     - 민&#8228;관 참여의 평가과정을 통해 거버넌스를 활성화시키며 결과보고서 공유 등을 통해 소통수단 및 지속가능발전에 대한 인지도 향상에 기여     - UN을 중심으로 전 세계적으로 본격화 할 지속가능발전목표 달성에 있어 선도모델 도시로서 서울의 위상 강화  ○ 자치구 지속가능발전 정책의 효율적 추진 모델 제시     - 서울시와 자치구의 통일적인 추진체계 구축으로 인해 궁극적으로 시정전반의 지속가능발전 확산 및 목표달성을 앞당기는 토대 마련     - 자치구의 지속가능발전 추진을 위한 표준모델을 토대로 지속가능발전의 안정적 추진 및 행&#8228;재정적 낭비 방지에 기여","&#984026; 연구 개요   ○ 과업기간 : 계약일로부터 6개월(2016년 2월 ~ 7월)   ○ 계약방법 : 공개입찰   ○ 용 역 비 : 70000천원  &#984026; 연구범위    ○ 공간적 범위 : 서울시 전역     - 서울시 전역을 공간적 범위로 설정하되 경기도&#8228;인천시 등 타 지방자치단체와 연계가 필요한 사항은 포함하여 검토   ○ 시간적 범위 : 2015년 ~ 2019년     - 시정운영에 있어 중장기적 관점에서 지속가능발전 개념 도입   ○ 내용적 범위     - 서울시 지속가능발전 지표 평가 및 보고서 발간     - 서울시 자치구의 지속가능발전 추진 표준모델 연구"
"12837","서울시 주거취약계층 및 외국인 실태조사 학술용역","2016-06-14","2017-03-11","사단법인한국주택학회","○ 서울시의 외국인 인구가 급격하게 늘어남에 따라 이들의 생활에 가장 기본적인 요소인 주거에 대한 서울시의 전반적이고 장기적인 정책이 필요  ○ 이를 위해 현상 파악 및 심층적 연구를 통해 정책의 큰 방향 및 세부 내용을 발굴하여야 함에도 불구하고 이주민의 주거 실태에 대한 경험적 연구는 단편적인 수준에 그치고 있음  ○ 외국인의 증가세가 지속될 것으로 예상되어 외국인 주거 실태파악이 시급  ○ 이를 토대로 서울 거주 외국인 주거에 대한 장단기적인 정책 설정과 정책 시행 필요","○ 우리시 거주 외국인을 대상으로 열악한 주거환경으로 야기 될 수 있는 여러 가지 사회갈등 및 사회문제의 요소에 대해 선제적으로 대응할 수 있는 정책 요소를 발견하고 동시에 궁극적으로 이러한 정책과제를 실행할 수 있는 기초 자료를 제공하고자 함"
